age,gender,location,education_level,internet_access,income_decile,current_sector,current_skills,target_job_role,predicted_skill_gap,recommended_training
45,Female,Urban,Secondary,Yes,7,Retail,"Sales, Communication, Inventory Management, Leadership, Typing",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
24,Female,Semi-Urban,Primary,Yes,9,Finance,"Typing, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
25,Male,Rural,Primary,Yes,8,Finance,"Tax Basics, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
37,Female,Semi-Urban,Secondary,Yes,7,Administration,Typing,Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
39,Male,Semi-Urban,Vocational,Yes,7,Retail,"Sales, Leadership, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
29,Female,Rural,Secondary,Yes,2,Finance,"Communication, Tax Basics, Typing, Bookkeeping, Excel",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
19,Female,Urban,Secondary,Yes,9,Construction,"Pipe Fitting, Construction Safety, Tool Repair",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
29,Male,Semi-Urban,Secondary,Yes,9,Retail,"Sales, Leadership, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
55,Male,Urban,Vocational,No,2,IT,"HTML, Excel, Communication",Web Developer,"JavaScript, React, Git",Frontend Development Program
43,Male,Rural,Primary,Yes,8,Services,"Communication, Excel, MS Office, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
37,Male,Urban,Primary,Yes,6,Agriculture,"Livestock Care, Farming, Irrigation, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
52,Male,Semi-Urban,Secondary,Yes,6,IT,"HTML, Typing, JavaScript, React",Web Developer,"JavaScript, React, Git",Frontend Development Program
35,Female,Urban,Primary,Yes,9,Administration,"MS Office, Excel, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
35,Female,Urban,Graduate,Yes,4,Services,"Communication, Typing, Customer Handling, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
30,Female,Rural,Primary,Yes,1,Finance,"Communication, Excel, Accounting, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
29,Female,Urban,Primary,Yes,6,Finance,"Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
39,Male,Rural,Graduate,No,9,IT,"Communication, Git, Typing, JavaScript, Basic Python, React, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
45,Female,Rural,Secondary,Yes,8,Finance,"Excel, Accounting, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
55,Female,Urban,Primary,Yes,10,Retail,"Sales, Leadership, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
39,Male,Urban,Vocational,Yes,7,IT,"Communication, Git, Basic Coding, JavaScript, Basic Python, React, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
49,Male,Rural,Primary,Yes,1,Retail,"Sales, Team Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
30,Female,Semi-Urban,Primary,No,1,Construction,"Pipe Fitting, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
35,Male,Urban,Vocational,Yes,6,Finance,"Communication, Tax Basics, Typing, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
38,Female,Urban,Primary,Yes,5,Administration,"Communication, MS Office, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
31,Male,Semi-Urban,Secondary,Yes,7,IT,"CSS, React, Basic Python",Web Developer,"JavaScript, React, Git",Frontend Development Program
37,Female,Semi-Urban,Secondary,No,2,Retail,"Leadership, Communication, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
22,Female,Rural,Secondary,Yes,10,Services,"Communication, Excel, MS Office, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
19,Female,Semi-Urban,Vocational,Yes,2,Administration,"Communication, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
50,Female,Urban,Vocational,Yes,2,Finance,"Communication, Typing, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
51,Female,Semi-Urban,Vocational,Yes,1,Administration,Typing,Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
33,Male,Semi-Urban,Primary,Yes,10,Administration,"Excel, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
49,Male,Urban,Secondary,Yes,5,Administration,"Typing, Excel, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
28,Female,Semi-Urban,Primary,Yes,6,Services,"Communication, Typing, Customer Handling, Email Etiquette, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
22,Male,Semi-Urban,Primary,Yes,8,Administration,"Excel, Data Entry, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
32,Male,Urban,Primary,Yes,6,Administration,"Communication, MS Office, Typing, Email Etiquette, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
37,Female,Semi-Urban,Vocational,Yes,9,Retail,"Leadership, Communication, Typing, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
54,Female,Rural,Secondary,Yes,4,Services,"Communication, MS Office, Typing, Email Etiquette, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
55,Female,Rural,Graduate,Yes,10,Finance,"Communication, Excel, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
27,Female,Semi-Urban,Secondary,Yes,5,Retail,"Communication, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
47,Male,Urban,Graduate,No,2,IT,"Communication, Git, JavaScript, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
36,Male,Urban,Graduate,Yes,4,Retail,"Sales, Communication",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
33,Female,Rural,Vocational,No,2,Retail,"Sales, Communication, Inventory Basics, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
30,Female,Urban,Vocational,Yes,5,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Soil Testing, Excel",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
50,Female,Rural,Graduate,Yes,7,Retail,"Sales, Communication, Typing, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
33,Female,Urban,Graduate,Yes,7,Administration,"Communication, MS Office, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
24,Female,Semi-Urban,Vocational,Yes,1,Retail,"Communication, Leadership, Typing, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
37,Female,Semi-Urban,Primary,No,10,Agriculture,Farming,Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
51,Male,Urban,Secondary,Yes,1,Construction,"Construction Safety, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
33,Female,Semi-Urban,Vocational,No,10,Agriculture,"Livestock Care, Typing, Irrigation, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
50,Male,Rural,Vocational,Yes,2,Agriculture,"Livestock Care, Farming, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
27,Male,Rural,Vocational,Yes,7,Finance,"Tax Basics, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
26,Female,Semi-Urban,Vocational,Yes,3,Retail,"Sales, Communication, Excel, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
54,Female,Rural,Secondary,Yes,5,Retail,"Sales, Communication, Leadership, Basic Math, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
22,Male,Urban,Secondary,Yes,2,Finance,"Bookkeeping, Excel, Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
42,Female,Urban,Primary,Yes,2,Agriculture,"Basic Math, Farming, Irrigation, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
42,Male,Semi-Urban,Secondary,Yes,8,Retail,"Sales, Team Management, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
23,Male,Semi-Urban,Primary,Yes,3,Services,"Typing, Excel, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
30,Male,Semi-Urban,Vocational,Yes,6,Retail,"Sales, Communication, Team Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
51,Female,Urban,Primary,Yes,1,Agriculture,"Livestock Care, Leadership, Farming, Basic Math, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
22,Male,Semi-Urban,Graduate,Yes,1,Administration,"Communication, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
30,Female,Urban,Secondary,Yes,6,Administration,"Communication, Typing, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
23,Female,Urban,Graduate,Yes,2,Finance,"Communication, Typing, Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
19,Male,Urban,Secondary,Yes,7,Services,"MS Office, Typing",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
45,Male,Urban,Vocational,Yes,10,Finance,"Communication, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
55,Male,Urban,Vocational,Yes,9,Construction,"Communication, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
20,Female,Rural,Secondary,No,3,Administration,"Communication, MS Office, Typing, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
32,Female,Semi-Urban,Graduate,No,9,Retail,"Sales, Communication, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
49,Female,Urban,Secondary,No,9,Finance,"Communication, Typing, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
25,Male,Rural,Primary,Yes,10,Retail,"Sales, Team Management, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
42,Female,Urban,Secondary,Yes,3,Finance,"Tax Basics, Excel, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
34,Male,Urban,Graduate,Yes,10,Retail,"Sales, Communication, Inventory Basics, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
45,Female,Urban,Vocational,Yes,4,Retail,"Sales, Communication",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
39,Female,Urban,Graduate,Yes,5,Administration,"MS Office, Typing, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
46,Male,Rural,Primary,No,8,IT,"Git, Basic Coding, JavaScript, Basic Python, React, HTML, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
35,Female,Rural,Secondary,Yes,3,Administration,Typing,Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
50,Female,Semi-Urban,Graduate,Yes,4,Agriculture,"Livestock Care, Irrigation, Soil Testing, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
24,Male,Semi-Urban,Vocational,Yes,2,Retail,"Leadership, Communication, Excel, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
27,Male,Rural,Graduate,Yes,7,Administration,"Communication, MS Office, Typing, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
55,Male,Urban,Secondary,No,9,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
54,Female,Semi-Urban,Primary,No,9,Services,"Typing, Excel, Customer Handling, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
33,Female,Urban,Graduate,Yes,6,Administration,"MS Office, Typing, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
41,Female,Semi-Urban,Secondary,Yes,7,Construction,"Communication, Heavy Lifting, Construction Safety, Plumbing, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
38,Male,Urban,Vocational,Yes,3,Retail,"Sales, Communication, Typing, Basic Math",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
26,Male,Rural,Primary,Yes,2,Construction,"Communication, Tool Repair",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
36,Male,Rural,Graduate,Yes,10,Services,"Communication, Customer Handling, MS Office",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
45,Female,Rural,Secondary,Yes,10,Retail,"Sales, Team Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
29,Female,Urban,Secondary,Yes,6,Retail,"Team Management, Communication, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
20,Male,Rural,Graduate,Yes,10,Agriculture,"Livestock Care, Farming, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
46,Male,Urban,Graduate,No,5,Retail,"Sales, Communication, Leadership",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
19,Male,Semi-Urban,Secondary,Yes,1,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
25,Female,Rural,Vocational,Yes,3,Construction,"Pipe Fitting, Construction Safety, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
35,Female,Semi-Urban,Primary,Yes,6,Retail,"Sales, Leadership, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
18,Male,Urban,Vocational,No,4,IT,"Git, Basic Coding, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
23,Male,Urban,Vocational,Yes,9,Services,"Communication, MS Office",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
40,Female,Semi-Urban,Secondary,No,4,Services,"Communication, MS Office, Typing, Customer Handling, Email Etiquette, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
46,Female,Urban,Vocational,Yes,8,Finance,"Communication, Tax Basics, Typing, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
19,Female,Rural,Secondary,No,7,Services,"MS Office, Typing, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
43,Female,Urban,Graduate,Yes,4,Finance,"Communication, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
52,Male,Semi-Urban,Primary,No,10,Agriculture,"Livestock Care, Farming, Basic Math, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
40,Male,Semi-Urban,Primary,Yes,6,Retail,"Leadership, Communication, Excel, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
44,Male,Semi-Urban,Secondary,No,1,Retail,"Communication, Excel, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
19,Male,Semi-Urban,Secondary,Yes,2,Administration,"MS Office, Excel, Communication, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
18,Male,Urban,Vocational,Yes,10,IT,"Basic Coding, CSS, React, Basic Python",Web Developer,"JavaScript, React, Git",Frontend Development Program
54,Female,Rural,Graduate,Yes,4,Administration,"Communication, Excel, Data Entry, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
41,Male,Rural,Secondary,Yes,1,Finance,"Communication, Tax Basics, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
24,Male,Urban,Vocational,Yes,2,Construction,"Communication, Tool Repair, Heavy Lifting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
44,Female,Semi-Urban,Graduate,No,1,Administration,"Communication, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
38,Female,Semi-Urban,Vocational,Yes,2,Services,"Typing, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
51,Male,Urban,Secondary,Yes,2,Agriculture,"Livestock Care, Irrigation, Soil Testing, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
43,Male,Rural,Primary,Yes,5,Finance,"Communication, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
51,Female,Rural,Vocational,Yes,6,Retail,"Communication, Excel, Inventory Basics, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
22,Male,Rural,Secondary,Yes,2,Retail,"Sales, Team Management, Inventory Management, Typing, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
18,Male,Rural,Graduate,No,7,Retail,"Sales, Communication, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
31,Female,Urban,Graduate,Yes,3,Construction,"Communication, Tool Repair, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
27,Male,Urban,Vocational,No,6,Construction,"Construction Safety, Pipe Fitting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
37,Male,Urban,Vocational,Yes,7,Retail,"Sales, Communication, Leadership, Typing, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
27,Female,Semi-Urban,Vocational,Yes,5,Administration,"MS Office, Excel, Communication",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
40,Female,Urban,Secondary,Yes,3,Retail,"Sales, Communication, Team Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
24,Female,Rural,Primary,Yes,1,Retail,"Sales, Communication, Inventory Basics, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
48,Female,Rural,Secondary,Yes,9,IT,"Communication, Leadership, Typing, React, HTML",Web Developer,"JavaScript, React, Git",Frontend Development Program
46,Male,Rural,Primary,No,5,IT,"Basic Coding, Basic Python, Git",Web Developer,"JavaScript, React, Git",Frontend Development Program
51,Male,Semi-Urban,Vocational,Yes,1,Retail,"Communication, Typing, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
35,Male,Semi-Urban,Vocational,Yes,1,IT,"Basic Coding, CSS, Basic Python, Git",Web Developer,"JavaScript, React, Git",Frontend Development Program
54,Female,Urban,Primary,No,3,Construction,"Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
41,Female,Urban,Secondary,Yes,4,Services,"MS Office, Typing",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
54,Female,Rural,Secondary,No,5,Agriculture,"Farming, Basic Math, Soil Testing, Email Etiquette, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
51,Female,Semi-Urban,Secondary,Yes,10,Retail,"Sales, Communication, Leadership, Typing, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
23,Male,Rural,Secondary,Yes,1,Administration,"Communication, Typing, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
55,Male,Rural,Primary,Yes,1,Finance,"Communication, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
37,Male,Rural,Secondary,No,8,Retail,"Sales, Communication, Typing, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
43,Female,Urban,Secondary,No,9,Retail,"Team Management, Communication, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
37,Male,Semi-Urban,Secondary,Yes,6,Agriculture,"Communication, Farming, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
18,Male,Urban,Secondary,Yes,2,Retail,"Sales, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
53,Female,Urban,Vocational,Yes,2,Agriculture,"Livestock Care, Farming, Irrigation, Basic Math",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
42,Male,Rural,Secondary,Yes,6,Construction,"Communication, Tool Repair, Heavy Lifting, Plumbing, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
33,Female,Rural,Graduate,Yes,1,Agriculture,"Livestock Care, Farming, Irrigation, Email Etiquette",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
39,Female,Semi-Urban,Secondary,Yes,5,Construction,"Construction Safety, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
51,Male,Rural,Primary,Yes,2,Finance,"Tax Basics, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
21,Female,Rural,Graduate,Yes,2,Finance,"Communication, Excel, Accounting, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
52,Female,Semi-Urban,Primary,Yes,6,Finance,"Tax Basics, Communication, Typing, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
41,Male,Semi-Urban,Graduate,Yes,6,Retail,"Sales, Team Management, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
38,Female,Semi-Urban,Primary,Yes,6,Retail,"Communication, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
49,Female,Rural,Graduate,No,10,Agriculture,Livestock Care,Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
27,Male,Rural,Primary,Yes,5,IT,"Typing, JavaScript, React, HTML, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
54,Female,Rural,Secondary,Yes,1,Services,"Communication, MS Office, Typing, Email Etiquette, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
43,Male,Semi-Urban,Graduate,Yes,7,IT,"Communication, Git, Typing, Basic Python, HTML, Excel",Web Developer,"JavaScript, React, Git",Frontend Development Program
24,Male,Urban,Primary,Yes,4,Retail,"Sales, Leadership, Typing, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
39,Female,Rural,Graduate,No,3,IT,"Basic Coding, Typing, CSS, Git",Web Developer,"JavaScript, React, Git",Frontend Development Program
54,Male,Semi-Urban,Vocational,Yes,6,IT,"Git, Typing, Basic Python, HTML, Excel",Web Developer,"JavaScript, React, Git",Frontend Development Program
55,Male,Semi-Urban,Graduate,Yes,7,Agriculture,"Livestock Care, Irrigation, Basic Math, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
24,Female,Urban,Secondary,No,10,Construction,"Communication, Tool Repair, Heavy Lifting, Plumbing, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
38,Female,Semi-Urban,Primary,Yes,6,Administration,"MS Office, Typing, Excel, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
43,Female,Urban,Graduate,No,3,Agriculture,"Livestock Care, Irrigation, Basic Math, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
26,Male,Semi-Urban,Vocational,No,6,Services,"Communication, Excel, Customer Handling, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
53,Male,Urban,Vocational,Yes,4,Finance,"Communication, Typing, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
31,Female,Rural,Secondary,Yes,8,IT,"Communication, Typing, React, HTML, Excel",Web Developer,"JavaScript, React, Git",Frontend Development Program
18,Male,Semi-Urban,Vocational,No,8,Construction,"Tool Repair, Heavy Lifting, Construction Safety, Plumbing, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
36,Female,Semi-Urban,Primary,Yes,9,IT,"HTML, Basic Coding, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
41,Female,Semi-Urban,Graduate,Yes,4,Agriculture,"Livestock Care, Farming, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
33,Female,Rural,Graduate,Yes,6,Retail,"Sales, Leadership, Inventory Management, Communication",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
32,Female,Semi-Urban,Graduate,Yes,5,IT,"Communication, Basic Coding, Typing, React, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
34,Male,Urban,Secondary,Yes,3,Finance,"Communication, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
55,Female,Semi-Urban,Graduate,Yes,8,Agriculture,"Livestock Care, Excel, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
37,Male,Urban,Secondary,Yes,2,Services,"MS Office, Typing, Customer Handling, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
20,Female,Semi-Urban,Primary,No,9,Retail,"Sales, Leadership, Typing, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
33,Male,Semi-Urban,Vocational,Yes,10,Agriculture,"Livestock Care, Farming, Basic Math, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
31,Male,Urban,Vocational,Yes,9,IT,"Communication, CSS, Git",Web Developer,"JavaScript, React, Git",Frontend Development Program
24,Male,Semi-Urban,Vocational,Yes,1,Services,"Communication, Typing, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
35,Female,Semi-Urban,Secondary,Yes,8,Finance,"Communication, Tax Basics, Typing, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
29,Female,Urban,Graduate,No,9,Construction,"Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
24,Female,Rural,Secondary,Yes,2,Administration,"MS Office, Typing, Communication, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
38,Male,Urban,Vocational,No,3,Agriculture,"Livestock Care, Communication, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
37,Female,Urban,Graduate,Yes,6,Retail,"Sales, Communication, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
21,Female,Rural,Secondary,No,5,Finance,"Tax Basics, Excel, Bookkeeping",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
